Loc	ID	SigQvNum_stat	Coverage_stat	ShufSigQvNum_stat	Coverage_shufStat	Freq_ypred	Coverage_ypred	dip.pval	ks2.pval	Type
chr11:70042318-70042318(+)	chr11_1_70042317	0	21	0	10	nan	nan	nan	nan	nan
chr11:70042926-70042926(-)	chr11_0_70042925	0	22	0	10	nan	nan	nan	nan	nan
chr11:70041554-70041554(+)	chr11_1_70041553	0	19	0	10	nan	nan	nan	nan	nan
chr11:70040821-70040821(+)	chr11_1_70040820	0	16	0	10	nan	nan	nan	nan	nan
chr11:70042424-70042424(-)	chr11_0_70042423	0	20	0	10	nan	nan	nan	nan	nan
chr11:70042402-70042402(-)	chr11_0_70042401	0	22	0	10	nan	nan	nan	nan	nan
chr11:70041710-70041710(+)	chr11_1_70041709	0	18	0	10	nan	nan	nan	nan	nan
chr11:70043051-70043051(-)	chr11_0_70043050	0	18	0	10	nan	nan	nan	nan	nan
chr11:70041167-70041167(-)	chr11_0_70041166	0	17	0	10	nan	nan	nan	nan	nan
chr11:70043922-70043922(+)	chr11_1_70043921	0	22	0	10	nan	nan	nan	nan	nan
chr11:70040057-70040057(+)	chr11_1_70040056	0	20	0	10	nan	nan	nan	nan	nan
chr11:70040509-70040509(-)	chr11_0_70040508	0	17	0	10	nan	nan	nan	nan	nan
chr11:70044134-70044134(-)	chr11_0_70044133	0	22	0	10	nan	nan	nan	nan	nan
chr11:70042983-70042983(-)	chr11_0_70042982	0	19	0	10	nan	nan	nan	nan	nan
chr11:70042269-70042269(+)	chr11_1_70042268	0	22	0	10	nan	nan	nan	nan	nan
chr11:70043872-70043872(-)	chr11_0_70043871	0	18	0	10	nan	nan	nan	nan	nan
chr11:70043476-70043476(-)	chr11_0_70043475	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040482-70040482(+)	chr11_1_70040481	1	17	0	10	nan	nan	nan	nan	nan
chr11:70042481-70042481(-)	chr11_0_70042480	0	22	0	10	nan	nan	nan	nan	nan
chr11:70042615-70042615(-)	chr11_0_70042614	0	21	0	10	nan	nan	nan	nan	nan
chr11:70040376-70040376(+)	chr11_1_70040375	0	19	0	10	nan	nan	nan	nan	nan
chr11:70044259-70044259(-)	chr11_0_70044258	0	21	0	10	nan	nan	nan	nan	nan
chr11:70042416-70042416(+)	chr11_1_70042415	0	22	0	10	nan	nan	nan	nan	nan
chr11:70043130-70043130(-)	chr11_0_70043129	0	19	0	10	nan	nan	nan	nan	nan
chr11:70040114-70040114(+)	chr11_1_70040113	0	19	0	10	nan	nan	nan	nan	nan
chr11:70041224-70041224(-)	chr11_0_70041223	0	16	0	10	nan	nan	nan	nan	nan
chr11:70044001-70044001(+)	chr11_1_70044000	0	20	0	10	nan	nan	nan	nan	nan
chr11:70043739-70043739(+)	chr11_1_70043738	0	22	0	10	nan	nan	nan	nan	nan
chr11:70041611-70041611(-)	chr11_0_70041610	0	16	0	10	nan	nan	nan	nan	nan
chr11:70040616-70040616(-)	chr11_0_70040615	0	17	0	10	nan	nan	nan	nan	nan
chr11:70043845-70043845(-)	chr11_0_70043844	0	19	0	10	nan	nan	nan	nan	nan
chr11:70043886-70043886(+)	chr11_1_70043885	0	23	0	10	nan	nan	nan	nan	nan
chr11:70042298-70042298(-)	chr11_0_70042297	0	21	0	10	nan	nan	nan	nan	nan
chr11:70043583-70043583(-)	chr11_0_70043582	0	19	0	10	nan	nan	nan	nan	nan
chr11:70043187-70043187(-)	chr11_0_70043186	0	20	0	10	nan	nan	nan	nan	nan
chr11:70041041-70041041(-)	chr11_0_70041040	0	16	0	10	nan	nan	nan	nan	nan
chr11:70043477-70043477(-)	chr11_0_70043476	0	20	0	10	nan	nan	nan	nan	nan
chr11:70043081-70043081(-)	chr11_0_70043080	0	19	0	10	nan	nan	nan	nan	nan
chr11:70041197-70041197(-)	chr11_0_70041196	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040801-70040801(-)	chr11_0_70040800	0	18	0	10	nan	nan	nan	nan	nan
chr11:70041930-70041930(-)	chr11_0_70041929	0	19	0	10	nan	nan	nan	nan	nan
chr11:70040935-70040935(-)	chr11_0_70040934	0	16	0	10	nan	nan	nan	nan	nan
chr11:70040673-70040673(-)	chr11_0_70040672	0	18	0	10	nan	nan	nan	nan	nan
chr11:70040277-70040277(-)	chr11_0_70040276	0	18	0	10	nan	nan	nan	nan	nan
chr11:70040433-70040433(-)	chr11_0_70040432	0	16	0	10	nan	nan	nan	nan	nan
chr11:70040037-70040037(-)	chr11_0_70040036	0	17	0	10	nan	nan	nan	nan	nan
chr11:70044058-70044058(-)	chr11_0_70044057	0	21	0	10	nan	nan	nan	nan	nan
chr11:70040908-70040908(+)	chr11_1_70040907	0	17	0	10	nan	nan	nan	nan	nan
chr11:70043400-70043400(-)	chr11_0_70043399	0	18	0	10	nan	nan	nan	nan	nan
chr11:70042708-70042708(+)	chr11_1_70042707	0	20	0	10	nan	nan	nan	nan	nan
chr11:70043534-70043534(-)	chr11_0_70043533	0	20	0	10	nan	nan	nan	nan	nan
chr11:70042405-70042405(-)	chr11_0_70042404	0	20	0	10	nan	nan	nan	nan	nan
chr11:70041691-70041691(+)	chr11_1_70041690	0	19	0	10	nan	nan	nan	nan	nan
chr11:70040300-70040300(+)	chr11_1_70040299	0	17	0	10	nan	nan	nan	nan	nan
chr11:70042299-70042299(-)	chr11_0_70042298	0	22	0	10	nan	nan	nan	nan	nan
chr11:70042530-70042530(-)	chr11_0_70042529	0	22	0	10	nan	nan	nan	nan	nan
chr11:70040646-70040646(-)	chr11_0_70040645	0	18	0	10	nan	nan	nan	nan	nan
chr11:70040250-70040250(-)	chr11_0_70040249	0	17	0	10	nan	nan	nan	nan	nan
chr11:70041535-70041535(-)	chr11_0_70041534	0	17	0	10	nan	nan	nan	nan	nan
chr11:70041139-70041139(-)	chr11_0_70041138	0	17	0	10	nan	nan	nan	nan	nan
chr11:70043217-70043217(-)	chr11_0_70043216	0	19	0	10	nan	nan	nan	nan	nan
chr11:70041770-70041770(+)	chr11_1_70041769	0	16	0	10	nan	nan	nan	nan	nan
chr11:70043769-70043769(-)	chr11_0_70043768	0	18	0	10	nan	nan	nan	nan	nan
chr11:70043507-70043507(-)	chr11_0_70043506	0	21	0	10	nan	nan	nan	nan	nan
chr11:70042356-70042356(-)	chr11_0_70042355	0	22	0	10	nan	nan	nan	nan	nan
chr11:70044240-70044240(-)	chr11_0_70044239	0	21	0	10	nan	nan	nan	nan	nan
chr11:70040513-70040513(+)	chr11_1_70040512	0	18	0	10	nan	nan	nan	nan	nan
chr11:70044000-70044000(-)	chr11_0_70043999	0	19	1	10	nan	nan	nan	nan	nan
chr11:70041402-70041402(+)	chr11_1_70041401	0	19	0	10	nan	nan	nan	nan	nan
chr11:70043005-70043005(-)	chr11_0_70043004	0	21	0	10	nan	nan	nan	nan	nan
chr11:70041854-70041854(-)	chr11_0_70041853	0	18	0	10	nan	nan	nan	nan	nan
chr11:70040703-70040703(-)	chr11_0_70040702	0	16	0	10	nan	nan	nan	nan	nan
chr11:70041614-70041614(-)	chr11_0_70041613	0	16	0	10	nan	nan	nan	nan	nan
chr11:70040463-70040463(-)	chr11_0_70040462	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040900-70040900(+)	chr11_1_70040899	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040597-70040597(-)	chr11_0_70040596	0	17	0	10	nan	nan	nan	nan	nan
chr11:70044129-70044129(+)	chr11_1_70044128	0	21	0	10	nan	nan	nan	nan	nan
chr11:70042241-70042241(-)	chr11_0_70042240	0	19	0	10	nan	nan	nan	nan	nan
chr11:70041325-70041325(+)	chr11_1_70041324	0	18	0	10	nan	nan	nan	nan	nan
chr11:70043761-70043761(+)	chr11_1_70043760	0	20	0	10	nan	nan	nan	nan	nan
chr11:70043458-70043458(-)	chr11_0_70043457	0	18	0	10	nan	nan	nan	nan	nan
chr11:70042370-70042370(+)	chr11_1_70042369	0	21	0	10	nan	nan	nan	nan	nan
chr11:70042822-70042822(-)	chr11_0_70042821	0	20	0	10	nan	nan	nan	nan	nan
chr11:70042108-70042108(+)	chr11_1_70042107	0	21	0	10	nan	nan	nan	nan	nan
chr11:70044107-70044107(-)	chr11_0_70044106	0	22	0	10	nan	nan	nan	nan	nan
chr11:70042956-70042956(-)	chr11_0_70042955	0	21	0	10	nan	nan	nan	nan	nan
chr11:70040676-70040676(-)	chr11_0_70040675	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040174-70040174(-)	chr11_0_70040173	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040152-70040152(-)	chr11_0_70040151	0	17	0	10	nan	nan	nan	nan	nan
chr11:70041063-70041063(-)	chr11_0_70041062	0	16	0	10	nan	nan	nan	nan	nan
chr11:70041538-70041538(+)	chr11_1_70041537	0	17	0	10	nan	nan	nan	nan	nan
chr11:70041694-70041694(+)	chr11_1_70041693	0	19	0	10	nan	nan	nan	nan	nan
chr11:70040543-70040543(+)	chr11_1_70040542	0	16	0	10	nan	nan	nan	nan	nan
chr11:70042165-70042165(+)	chr11_1_70042164	0	20	0	10	nan	nan	nan	nan	nan
chr11:70041036-70041036(+)	chr11_1_70041035	0	17	0	10	nan	nan	nan	nan	nan
chr11:70043035-70043035(-)	chr11_0_70043034	0	18	0	10	nan	nan	nan	nan	nan
chr11:70044164-70044164(-)	chr11_0_70044163	0	19	0	10	nan	nan	nan	nan	nan
chr11:70042187-70042187(+)	chr11_1_70042186	0	21	0	10	nan	nan	nan	nan	nan
chr11:70040041-70040041(+)	chr11_1_70040040	0	20	0	10	nan	nan	nan	nan	nan
chr11:70042533-70042533(-)	chr11_0_70042532	0	21	0	10	nan	nan	nan	nan	nan
chr11:70040125-70040125(-)	chr11_0_70040124	0	18	0	10	nan	nan	nan	nan	nan
chr11:70041014-70041014(-)	chr11_0_70041013	1	17	1	10	nan	nan	nan	nan	nan
chr11:70044187-70044187(+)	chr11_1_70044186	0	23	0	10	nan	nan	nan	nan	nan
chr11:70042640-70042640(+)	chr11_1_70042639	0	22	1	10	nan	nan	nan	nan	nan
chr11:70040019-70040019(-)	chr11_0_70040018	0	18	0	10	nan	nan	nan	nan	nan
chr11:70043925-70043925(+)	chr11_1_70043924	0	21	0	10	nan	nan	nan	nan	nan
chr11:70042378-70042378(+)	chr11_1_70042377	0	23	0	10	nan	nan	nan	nan	nan
chr11:70043248-70043248(-)	chr11_0_70043247	0	19	0	10	nan	nan	nan	nan	nan
chr11:70043289-70043289(+)	chr11_1_70043288	0	22	0	10	nan	nan	nan	nan	nan
chr11:70041383-70041383(+)	chr11_1_70041382	0	17	0	10	nan	nan	nan	nan	nan
chr11:70042986-70042986(-)	chr11_0_70042985	0	19	0	10	nan	nan	nan	nan	nan
chr11:70042724-70042724(-)	chr11_0_70042723	0	21	0	10	nan	nan	nan	nan	nan
chr11:70041199-70041199(-)	chr11_0_70041198	0	16	0	10	nan	nan	nan	nan	nan
chr11:70040881-70040881(+)	chr11_1_70040880	0	19	0	10	nan	nan	nan	nan	nan
chr11:70041333-70041333(-)	chr11_0_70041332	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040338-70040338(-)	chr11_0_70040337	0	17	0	10	nan	nan	nan	nan	nan
chr11:70041093-70041093(-)	chr11_0_70041092	0	16	0	10	nan	nan	nan	nan	nan
chr11:70041982-70041982(-)	chr11_0_70041981	0	19	0	10	nan	nan	nan	nan	nan
chr11:70040076-70040076(-)	chr11_0_70040075	0	16	0	10	nan	nan	nan	nan	nan
chr11:70040098-70040098(-)	chr11_0_70040097	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040831-70040831(-)	chr11_0_70040830	0	18	0	10	nan	nan	nan	nan	nan
chr11:70042613-70042613(+)	chr11_1_70042612	0	23	0	10	nan	nan	nan	nan	nan
chr11:70044194-70044194(-)	chr11_0_70044193	0	22	0	10	nan	nan	nan	nan	nan
chr11:70043199-70043199(-)	chr11_0_70043198	0	16	0	10	nan	nan	nan	nan	nan
chr11:70042803-70042803(-)	chr11_0_70042802	0	20	0	10	nan	nan	nan	nan	nan
chr11:70043452-70043452(-)	chr11_0_70043451	0	19	0	10	nan	nan	nan	nan	nan
chr11:70041546-70041546(-)	chr11_0_70041545	0	17	0	10	nan	nan	nan	nan	nan
chr11:70041587-70041587(+)	chr11_1_70041586	0	16	0	10	nan	nan	nan	nan	nan
chr11:70042039-70042039(-)	chr11_0_70042038	0	21	0	10	nan	nan	nan	nan	nan
chr11:70040090-70040090(+)	chr11_1_70040089	0	20	0	10	nan	nan	nan	nan	nan
chr11:70043016-70043016(-)	chr11_0_70043015	0	20	0	10	nan	nan	nan	nan	nan
chr11:70042302-70042302(+)	chr11_1_70042301	0	21	0	10	nan	nan	nan	nan	nan
chr11:70040022-70040022(+)	chr11_1_70040021	0	18	0	10	nan	nan	nan	nan	nan
chr11:70044061-70044061(-)	chr11_0_70044060	0	22	0	10	nan	nan	nan	nan	nan
chr11:70042910-70042910(-)	chr11_0_70042909	0	21	0	10	nan	nan	nan	nan	nan
chr11:70041800-70041800(+)	chr11_1_70041799	0	18	0	10	nan	nan	nan	nan	nan
chr11:70043799-70043799(-)	chr11_0_70043798	0	19	0	10	nan	nan	nan	nan	nan
chr11:70040649-70040649(+)	chr11_1_70040648	0	19	0	10	nan	nan	nan	nan	nan
chr11:70042252-70042252(-)	chr11_0_70042251	0	20	0	10	nan	nan	nan	nan	nan
chr11:70040368-70040368(-)	chr11_0_70040367	0	16	0	10	nan	nan	nan	nan	nan
chr11:70040805-70040805(+)	chr11_1_70040804	0	19	0	10	nan	nan	nan	nan	nan
chr11:70043141-70043141(-)	chr11_0_70043140	0	19	0	10	nan	nan	nan	nan	nan
chr11:70041560-70041560(+)	chr11_1_70041559	1	18	0	10	nan	nan	nan	nan	nan
chr11:70041257-70041257(-)	chr11_0_70041256	0	18	0	10	nan	nan	nan	nan	nan
chr11:70040147-70040147(+)	chr11_1_70040146	0	20	0	10	nan	nan	nan	nan	nan
chr11:70042146-70042146(-)	chr11_0_70042145	0	21	0	10	nan	nan	nan	nan	nan
chr11:70040621-70040621(-)	chr11_0_70040620	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040599-70040599(-)	chr11_0_70040598	0	16	0	10	nan	nan	nan	nan	nan
chr11:70040755-70040755(-)	chr11_0_70040754	0	18	0	10	nan	nan	nan	nan	nan
chr11:70040253-70040253(-)	chr11_0_70040252	0	18	0	10	nan	nan	nan	nan	nan
chr11:70042013-70042013(+)	chr11_1_70042012	0	20	0	10	nan	nan	nan	nan	nan
chr11:70044012-70044012(-)	chr11_0_70044011	0	22	0	10	nan	nan	nan	nan	nan
chr11:70042621-70042621(-)	chr11_0_70042620	0	20	0	10	nan	nan	nan	nan	nan
chr11:70041511-70041511(+)	chr11_1_70041510	0	16	0	10	nan	nan	nan	nan	nan
chr11:70043510-70043510(-)	chr11_0_70043509	0	21	0	10	nan	nan	nan	nan	nan
chr11:70043985-70043985(+)	chr11_1_70043984	0	19	0	10	nan	nan	nan	nan	nan
chr11:70040572-70040572(-)	chr11_0_70040571	0	15	0	10	nan	nan	nan	nan	nan
chr11:70041009-70041009(+)	chr11_1_70041008	0	16	0	10	nan	nan	nan	nan	nan
chr11:70042332-70042332(+)	chr11_1_70042331	0	22	0	10	nan	nan	nan	nan	nan
chr11:70042092-70042092(+)	chr11_1_70042091	0	19	0	10	nan	nan	nan	nan	nan
chr11:70044091-70044091(-)	chr11_0_70044090	0	20	0	10	nan	nan	nan	nan	nan
chr11:70040941-70040941(+)	chr11_1_70040940	0	18	0	10	nan	nan	nan	nan	nan
chr11:70041830-70041830(+)	chr11_1_70041829	0	19	0	10	nan	nan	nan	nan	nan
chr11:70043433-70043433(-)	chr11_0_70043432	0	19	0	10	nan	nan	nan	nan	nan
chr11:70043870-70043870(+)	chr11_1_70043869	0	23	0	10	nan	nan	nan	nan	nan
chr11:70042825-70042825(-)	chr11_0_70042824	0	21	0	10	nan	nan	nan	nan	nan
chr11:70040679-70040679(-)	chr11_0_70040678	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040283-70040283(-)	chr11_0_70040282	0	17	0	10	nan	nan	nan	nan	nan
chr11:70041412-70041412(-)	chr11_0_70041411	0	16	0	10	nan	nan	nan	nan	nan
chr11:70040417-70040417(-)	chr11_0_70040416	0	15	0	10	nan	nan	nan	nan	nan
chr11:70044083-70044083(+)	chr11_1_70044082	0	22	0	10	nan	nan	nan	nan	nan
chr11:70041937-70041937(+)	chr11_1_70041936	0	19	0	10	nan	nan	nan	nan	nan
chr11:70043540-70043540(-)	chr11_0_70043539	0	18	0	10	nan	nan	nan	nan	nan
chr11:70042389-70042389(-)	chr11_0_70042388	0	23	0	10	nan	nan	nan	nan	nan
chr11:70042430-70042430(+)	chr11_1_70042429	0	21	0	10	nan	nan	nan	nan	nan
chr11:70040546-70040546(+)	chr11_1_70040545	0	19	0	10	nan	nan	nan	nan	nan
chr11:70040736-70040736(-)	chr11_0_70040735	0	18	0	10	nan	nan	nan	nan	nan
chr11:70040340-70040340(-)	chr11_0_70040339	0	14	0	10	nan	nan	nan	nan	nan
chr11:70040892-70040892(-)	chr11_0_70040891	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040630-70040630(-)	chr11_0_70040629	0	18	0	10	nan	nan	nan	nan	nan
chr11:70040234-70040234(-)	chr11_0_70040233	0	18	0	10	nan	nan	nan	nan	nan
chr11:70041123-70041123(-)	chr11_0_70041122	0	16	0	10	nan	nan	nan	nan	nan
chr11:70042749-70042749(+)	chr11_1_70042748	0	20	0	10	nan	nan	nan	nan	nan
chr11:70044034-70044034(+)	chr11_1_70044033	0	22	0	10	nan	nan	nan	nan	nan
chr11:70043357-70043357(-)	chr11_0_70043356	0	19	0	10	nan	nan	nan	nan	nan
chr11:70041810-70041810(-)	chr11_0_70041809	0	17	0	10	nan	nan	nan	nan	nan
chr11:70044246-70044246(-)	chr11_0_70044245	0	20	0	10	nan	nan	nan	nan	nan
chr11:70042362-70042362(-)	chr11_0_70042361	0	21	0	10	nan	nan	nan	nan	nan
chr11:70041648-70041648(+)	chr11_1_70041647	0	19	0	10	nan	nan	nan	nan	nan
chr11:70042141-70042141(+)	chr11_1_70042140	0	19	0	10	nan	nan	nan	nan	nan
chr11:70040553-70040553(-)	chr11_0_70040552	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040750-70040750(+)	chr11_1_70040749	0	19	0	10	nan	nan	nan	nan	nan
chr11:70040447-70040447(-)	chr11_0_70040446	0	16	0	10	nan	nan	nan	nan	nan
chr11:70040051-70040051(-)	chr11_0_70040050	0	18	0	10	nan	nan	nan	nan	nan
chr11:70040341-70040341(-)	chr11_0_70040340	0	16	0	10	nan	nan	nan	nan	nan
chr11:70041967-70041967(+)	chr11_1_70041966	0	20	0	10	nan	nan	nan	nan	nan
chr11:70040834-70040834(-)	chr11_0_70040833	0	18	0	10	nan	nan	nan	nan	nan
chr11:70042856-70042856(+)	chr11_1_70042855	0	21	0	10	nan	nan	nan	nan	nan
chr11:70043570-70043570(-)	chr11_0_70043569	0	20	0	10	nan	nan	nan	nan	nan
chr11:70043308-70043308(-)	chr11_0_70043307	0	15	0	10	nan	nan	nan	nan	nan
chr11:70042912-70042912(-)	chr11_0_70042911	0	22	0	10	nan	nan	nan	nan	nan
chr11:70042198-70042198(+)	chr11_1_70042197	0	20	0	10	nan	nan	nan	nan	nan
chr11:70043957-70043957(-)	chr11_0_70043956	0	20	0	10	nan	nan	nan	nan	nan
chr11:70042051-70042051(-)	chr11_0_70042050	0	20	0	10	nan	nan	nan	nan	nan
chr11:70043695-70043695(-)	chr11_0_70043694	0	18	0	10	nan	nan	nan	nan	nan
chr11:70042544-70042544(-)	chr11_0_70042543	0	22	0	10	nan	nan	nan	nan	nan
chr11:70040660-70040660(-)	chr11_0_70040659	0	18	0	10	nan	nan	nan	nan	nan
chr11:70042700-70042700(-)	chr11_0_70042699	0	21	0	10	nan	nan	nan	nan	nan
chr11:70041549-70041549(-)	chr11_0_70041548	0	17	0	10	nan	nan	nan	nan	nan
chr11:70041784-70041784(+)	chr11_1_70041783	0	19	0	10	nan	nan	nan	nan	nan
chr11:70041047-70041047(-)	chr11_0_70041046	1	15	0	10	nan	nan	nan	nan	nan
chr11:70042807-70042807(+)	chr11_1_70042806	0	20	0	10	nan	nan	nan	nan	nan
chr11:70041678-70041678(+)	chr11_1_70041677	0	20	0	10	nan	nan	nan	nan	nan
chr11:70040545-70040545(-)	chr11_0_70040544	0	16	0	10	nan	nan	nan	nan	nan
chr11:70040979-70040979(-)	chr11_0_70040978	0	17	0	10	nan	nan	nan	nan	nan
chr11:70042623-70042623(-)	chr11_0_70042622	0	22	0	10	nan	nan	nan	nan	nan
chr11:70040025-70040025(+)	chr11_1_70040024	0	18	0	10	nan	nan	nan	nan	nan
chr11:70041762-70041762(-)	chr11_0_70041761	0	17	0	10	nan	nan	nan	nan	nan
chr11:70042517-70042517(-)	chr11_0_70042516	0	20	0	10	nan	nan	nan	nan	nan
chr11:70044143-70044143(+)	chr11_1_70044142	0	22	0	10	nan	nan	nan	nan	nan
chr11:70040371-70040371(-)	chr11_0_70040370	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040109-70040109(-)	chr11_0_70040108	0	18	0	10	nan	nan	nan	nan	nan
chr11:70044015-70044015(+)	chr11_1_70044014	0	20	0	10	nan	nan	nan	nan	nan
chr11:70042490-70042490(+)	chr11_1_70042489	0	22	0	10	nan	nan	nan	nan	nan
chr11:70040864-70040864(-)	chr11_0_70040863	0	16	0	10	nan	nan	nan	nan	nan
chr11:70043641-70043641(+)	chr11_1_70043640	0	22	0	10	nan	nan	nan	nan	nan
chr11:70043494-70043494(-)	chr11_0_70043493	0	19	0	10	nan	nan	nan	nan	nan
chr11:70042836-70042836(-)	chr11_0_70042835	0	20	0	10	nan	nan	nan	nan	nan
chr11:70042970-70042970(-)	chr11_0_70042969	0	21	0	10	nan	nan	nan	nan	nan
chr11:70040690-70040690(-)	chr11_0_70040689	0	18	0	10	nan	nan	nan	nan	nan
chr11:70041183-70041183(-)	chr11_0_70041182	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040491-70040491(+)	chr11_1_70040490	0	19	0	10	nan	nan	nan	nan	nan
chr11:70041077-70041077(-)	chr11_0_70041076	0	17	0	10	nan	nan	nan	nan	nan
chr11:70042703-70042703(+)	chr11_1_70042702	0	20	0	10	nan	nan	nan	nan	nan
chr11:70040815-70040815(-)	chr11_0_70040814	0	18	1	10	nan	nan	nan	nan	nan
chr11:70040575-70040575(-)	chr11_0_70040574	0	18	0	10	nan	nan	nan	nan	nan
chr11:70043352-70043352(+)	chr11_1_70043351	0	20	0	10	nan	nan	nan	nan	nan
chr11:70042201-70042201(+)	chr11_1_70042200	0	20	0	10	nan	nan	nan	nan	nan
chr11:70042335-70042335(+)	chr11_1_70042334	0	22	0	10	nan	nan	nan	nan	nan
chr11:70043938-70043938(-)	chr11_0_70043937	0	19	0	10	nan	nan	nan	nan	nan
chr11:70042547-70042547(-)	chr11_0_70042546	0	22	0	10	nan	nan	nan	nan	nan
chr11:70043436-70043436(-)	chr11_0_70043435	0	19	0	10	nan	nan	nan	nan	nan
chr11:70041290-70041290(-)	chr11_0_70041289	0	18	0	10	nan	nan	nan	nan	nan
chr11:70040894-70040894(-)	chr11_0_70040893	0	15	0	10	nan	nan	nan	nan	nan
chr11:70041727-70041727(+)	chr11_1_70041726	0	19	0	10	nan	nan	nan	nan	nan
chr11:70040788-70040788(-)	chr11_0_70040787	0	18	0	10	nan	nan	nan	nan	nan
chr11:70040033-70040033(-)	chr11_0_70040032	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040526-70040526(-)	chr11_0_70040525	0	17	0	10	nan	nan	nan	nan	nan
chr11:70043262-70043262(-)	chr11_0_70043261	0	19	0	10	nan	nan	nan	nan	nan
chr11:70043000-70043000(-)	chr11_0_70042999	0	21	0	10	nan	nan	nan	nan	nan
chr11:70043041-70043041(+)	chr11_1_70043040	0	19	0	10	nan	nan	nan	nan	nan
chr11:70043755-70043755(-)	chr11_0_70043754	0	20	0	10	nan	nan	nan	nan	nan
chr11:70042286-70042286(+)	chr11_1_70042285	1	20	0	10	nan	nan	nan	nan	nan
chr11:70041609-70041609(-)	chr11_0_70041608	0	17	0	10	nan	nan	nan	nan	nan
chr11:70043649-70043649(-)	chr11_0_70043648	0	19	0	10	nan	nan	nan	nan	nan
chr11:70042894-70042894(-)	chr11_0_70042893	0	21	0	10	nan	nan	nan	nan	nan
chr11:70042935-70042935(+)	chr11_1_70042934	0	23	0	10	nan	nan	nan	nan	nan
chr11:70041806-70041806(+)	chr11_1_70041805	0	17	0	10	nan	nan	nan	nan	nan
chr11:70042236-70042236(-)	chr11_0_70042235	0	20	0	10	nan	nan	nan	nan	nan
chr11:70041107-70041107(-)	chr11_0_70041106	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040845-70040845(-)	chr11_0_70040844	0	18	0	10	nan	nan	nan	nan	nan
chr11:70040549-70040549(+)	chr11_1_70040548	0	16	0	10	nan	nan	nan	nan	nan
chr11:70041890-70041890(-)	chr11_0_70041889	0	18	0	10	nan	nan	nan	nan	nan
chr11:70040739-70040739(-)	chr11_0_70040738	0	18	0	10	nan	nan	nan	nan	nan
chr11:70043912-70043912(+)	chr11_1_70043911	0	20	0	10	nan	nan	nan	nan	nan
chr11:70042365-70042365(+)	chr11_1_70042364	0	22	0	10	nan	nan	nan	nan	nan
chr11:70042521-70042521(+)	chr11_1_70042520	0	21	0	10	nan	nan	nan	nan	nan
chr11:70042973-70042973(-)	chr11_0_70042972	0	21	0	10	nan	nan	nan	nan	nan
chr11:70042259-70042259(+)	chr11_1_70042258	1	22	1	10	nan	nan	nan	nan	nan
chr11:70041863-70041863(+)	chr11_1_70041862	0	19	0	10	nan	nan	nan	nan	nan
chr11:70043148-70043148(+)	chr11_1_70043147	0	21	0	10	nan	nan	nan	nan	nan
chr11:70041997-70041997(+)	chr11_1_70041996	0	19	0	10	nan	nan	nan	nan	nan
chr11:70042315-70042315(-)	chr11_0_70042314	0	22	0	10	nan	nan	nan	nan	nan
chr11:70043600-70043600(-)	chr11_0_70043599	0	20	0	10	nan	nan	nan	nan	nan
chr11:70041320-70041320(-)	chr11_0_70041319	0	17	0	10	nan	nan	nan	nan	nan
chr11:70043360-70043360(-)	chr11_0_70043359	0	19	0	10	nan	nan	nan	nan	nan
chr11:70042646-70042646(+)	chr11_1_70042645	0	19	0	10	nan	nan	nan	nan	nan
chr11:70042209-70042209(-)	chr11_0_70042208	0	21	0	10	nan	nan	nan	nan	nan
chr11:70041255-70041255(+)	chr11_1_70041254	0	20	0	10	nan	nan	nan	nan	nan
chr11:70040500-70040500(+)	chr11_1_70040499	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040063-70040063(-)	chr11_0_70040062	0	18	0	10	nan	nan	nan	nan	nan
chr11:70040952-70040952(-)	chr11_0_70040951	0	17	0	10	nan	nan	nan	nan	nan
chr11:70040104-70040104(+)	chr11_1_70040103	0	20	0	10	nan	nan	nan	nan	nan
chr11:70041707-70041707(-)	chr11_0_70041706	0	18	0	10	nan	nan	nan	nan	nan
chr11:70042578-70042578(+)	chr11_1_70042577	0	22	0	10	nan	nan	nan	nan	nan
chr11:70042232-70042232(+)	chr11_1_70042231	0	21	0	10	nan	nan	nan	nan	nan
chr11:70043417-70043417(-)	chr11_0_70043416	0	17	0	10	nan	nan	nan	nan	nan
chr11:70043854-70043854(+)	chr11_1_70043853	0	19	0	10	nan	nan	nan	nan	nan
chr11:70040579-70040579(+)	chr11_1_70040578	0	20	0	10	nan	nan	nan	nan	nan
